Question,Question Type,Sub Category,Category
 What is the platform?,TECHNICAL,JAVA,Language
 What are the main differences between the Java platform and other platforms?,TECHNICAL,JAVA,Language
 What gives Java its 'write once and run anywhere' nature? ,TECHNICAL,JAVA,Language
 What is classloader?,TECHNICAL,JAVA,Language
 Is Empty .java file name a valid source file name?,TECHNICAL,JAVA,Language
 Is delete next main exit or null keyword in java?,TECHNICAL,JAVA,Language
 If I don't provide any arguments on the command line then what will the value stored in the String array passed into the main(,TECHNICAL,JAVA,Language
 What if I write static public void instead of public static void?,TECHNICAL,JAVA,Language
 What is the default value of the local variables? ,TECHNICAL,JAVA,Language
 What are the various access specifiers in Java?,TECHNICAL,JAVA,Language
 What is the purpose of static methods and variables?,TECHNICAL,JAVA,Language
 What are the advantages of Packages in Java?,TECHNICAL,JAVA,Language
 What is the output of the following Java program?,TECHNICAL,JAVA,Language
 What is object-oriented paradigm?,TECHNICAL,JAVA,Language
 What is an object?,TECHNICAL,JAVA,Language
 What is the difference between an object-oriented programming language and object-based programming language?,TECHNICAL,JAVA,Language
 What will be the initial value of an object reference which is defined as an instance variable? ,TECHNICAL,JAVA,Language
 What is the constructor?,TECHNICAL,JAVA,Language
 How many types of constructors are used in Java?,TECHNICAL,JAVA,Language
 What is the purpose of a default constructor?,TECHNICAL,JAVA,Language
 Does constructor return any value?,TECHNICAL,JAVA,Language
Is constructor inherited?,TECHNICAL,JAVA,Language
 Can you make a constructor final?,TECHNICAL,JAVA,Language
 Can we overload the constructors?,TECHNICAL,JAVA,Language
 What do you understand by copy constructor in Java?,TECHNICAL,JAVA,Language
 What are the differences between the constructors and methods?,TECHNICAL,JAVA,Language
 What is the output of the following Java program? ,TECHNICAL,JAVA,Language
 What is the static variable?,TECHNICAL,JAVA,Language
 What is the static method?,TECHNICAL,JAVA,Language
 What are the restrictions that are applied to the Java static methods?,TECHNICAL,JAVA,Language
 Why is the main method static?,TECHNICAL,JAVA,Language
 Can we override the static methods?,TECHNICAL,JAVA,Language
 What is the static block?,TECHNICAL,JAVA,Language
 Can we execute a program without main(,TECHNICAL,JAVA,Language
 What if the static modifier is removed from the signature of the main method?,TECHNICAL,JAVA,Language
 What is the difference between static (class,TECHNICAL,JAVA,Language
 Can we make constructors static?,TECHNICAL,JAVA,Language
 Can we make the abstract methods static in Java?,TECHNICAL,JAVA,Language
 Can we declare the static variables and methods in an abstract class?,TECHNICAL,JAVA,Language
 What is this keyword in java?,TECHNICAL,JAVA,Language
 What are the main uses of this keyword?,TECHNICAL,JAVA,Language
 Can we assign the reference to this variable?,TECHNICAL,JAVA,Language
 Can this keyword be used to refer static members?,TECHNICAL,JAVA,Language
 How can constructor chaining be done using this keyword?,TECHNICAL,JAVA,Language
 What are the advantages of passing this into a method instead of the current class object itself?,TECHNICAL,JAVA,Language
 What is the Inheritance?,TECHNICAL,JAVA,Language
 Why is Inheritance used in Java? ,TECHNICAL,JAVA,Language
 Which class is the superclass for all the classes? ,TECHNICAL,JAVA,Language
 Why is multiple inheritance not supported in java?,TECHNICAL,JAVA,Language
 What is aggregation? ,TECHNICAL,JAVA,Language
 What is composition? ,TECHNICAL,JAVA,Language
 What is the difference between aggregation and composition? ,TECHNICAL,JAVA,Language
 Why does Java not support pointers? ,TECHNICAL,JAVA,Language
 What is super in java?,TECHNICAL,JAVA,Language
 How can constructor chaining be done by using the super keyword?,TECHNICAL,JAVA,Language
 What are the main uses of the super keyword?,TECHNICAL,JAVA,Language
 What are the differences between this and super keyword?,TECHNICAL,JAVA,Language
 Can you use this(,TECHNICAL,JAVA,Language
What is object cloning?,TECHNICAL,JAVA,Language
 What is method overloading?,TECHNICAL,JAVA,Language
 Why is method overloading not possible by changing the return type in java?,TECHNICAL,JAVA,Language
 Can we overload the methods by making them static?,TECHNICAL,JAVA,Language
 Can we overload the main(,TECHNICAL,JAVA,Language
 What is method overloading with type promotion?,TECHNICAL,JAVA,Language
 What is method overriding:,TECHNICAL,JAVA,Language
 Can we override the static method?,TECHNICAL,JAVA,Language
 Why can we not override static method?,TECHNICAL,JAVA,Language
 Can we override the overloaded method?,TECHNICAL,JAVA,Language
 Difference between method Overloading and Overriding.,TECHNICAL,JAVA,Language
 Can we override the private methods?,TECHNICAL,JAVA,Language
 Can we change the scope of the overridden method in the subclass?,TECHNICAL,JAVA,Language
 Can we modify the throws clause of the superclass method while overriding it in the subclass?,TECHNICAL,JAVA,Language
 Can you have virtual functions in Java? ,TECHNICAL,JAVA,Language
 What is covariant return type? ,TECHNICAL,JAVA,Language
 What is the final variable?,TECHNICAL,JAVA,Language
 What is the final method?,TECHNICAL,JAVA,Language
 What is the final class?,TECHNICAL,JAVA,Language
 What is the final blank variable?,TECHNICAL,JAVA,Language
 Can we initialize the final blank variable?,TECHNICAL,JAVA,Language
 Can you declare the main method as final? ,TECHNICAL,JAVA,Language
 Can we declare a constructor as final?,TECHNICAL,JAVA,Language
 Can we declare an interface as final?,TECHNICAL,JAVA,Language
 What is the difference between the final method and abstract method?,TECHNICAL,JAVA,Language
 What is the difference between compile-time polymorphism and runtime polymorphism?,TECHNICAL,JAVA,Language
 What is Runtime Polymorphism?,TECHNICAL,JAVA,Language
 Can you achieve Runtime Polymorphism by data members?,TECHNICAL,JAVA,Language
 What is the difference between static binding and dynamic binding?,TECHNICAL,JAVA,Language
 What is Java instanceOf operator?,TECHNICAL,JAVA,Language
 What is the abstraction?,TECHNICAL,JAVA,Language
 What is the difference between abstraction and encapsulation?,TECHNICAL,JAVA,Language
 What is the abstract class?,TECHNICAL,JAVA,Language
 Can there be an abstract method without an abstract class?,TECHNICAL,JAVA,Language
 Is the following program written correctly? If yes then what will be the output of the program?,TECHNICAL,JAVA,Language
 Can you use abstract and final both with a method?,TECHNICAL,JAVA,Language
 Is it possible to instantiate the abstract class?,TECHNICAL,JAVA,Language
 What is the interface?,TECHNICAL,JAVA,Language
 Can you declare an interface method static?,TECHNICAL,JAVA,Language
 Can the Interface be final?,TECHNICAL,JAVA,Language
 What is a marker interface?,TECHNICAL,JAVA,Language
 What are the differences between abstract class and interface?,TECHNICAL,JAVA,Language
 Can we define private and protected modifiers for the members in interfaces?,TECHNICAL,JAVA,Language
 When can an object reference be cast to an interface reference? ,TECHNICAL,JAVA,Language
 How to make a read-only class in Java? ,TECHNICAL,JAVA,Language
 How to make a write-only class in Java? ,TECHNICAL,JAVA,Language
 What are the advantages of Encapsulation in Java?,TECHNICAL,JAVA,Language
 What is the package?,TECHNICAL,JAVA,Language
 What are the advantages of defining packages in Java?,TECHNICAL,JAVA,Language
 How to create packages in Java?,TECHNICAL,JAVA,Language
 How can we access some class in another class in Java?,TECHNICAL,JAVA,Language
 Do I need to import java.lang package any time? Why?,TECHNICAL,JAVA,Language
 Can I import same package/class twice? Will the JVM load the package twice at runtime?,TECHNICAL,JAVA,Language
 What is the static import?,TECHNICAL,JAVA,Language
 How many types of exception can occur in a Java program?,TECHNICAL,JAVA,Language
 What is Exception Handling?,TECHNICAL,JAVA,Language
 Explain the hierarchy of Java Exception classes? ,TECHNICAL,JAVA,Language
 What is the difference between Checked Exception and Unchecked Exception?,TECHNICAL,JAVA,Language
 Checked Exception,TECHNICAL,JAVA,Language
 Unchecked Exception,TECHNICAL,JAVA,Language
 What is the base class for Error and Exception? ,TECHNICAL,JAVA,Language
 Is it necessary that each try block must be followed by a catch block?,TECHNICAL,JAVA,Language
 What is finally block?,TECHNICAL,JAVA,Language
 Can finally block be used without a catch?,TECHNICAL,JAVA,Language
 Is there any case when finally will not be executed?,TECHNICAL,JAVA,Language
 What is the difference between throw and throws?,TECHNICAL,JAVA,Language
 Can an exception be rethrown?,TECHNICAL,JAVA,Language
 Can subclass overriding method declare an exception if parent class method doesn't throw an exception?,TECHNICAL,JAVA,Language
 What is exception propagation?,TECHNICAL,JAVA,Language
 What is String Pool?,TECHNICAL,JAVA,Language
 What is the meaning of immutable regarding String?,TECHNICAL,JAVA,Language
 Why are the objects immutable in java?,TECHNICAL,JAVA,Language
 How many ways can we create the string object?,TECHNICAL,JAVA,Language
 String Literal,TECHNICAL,JAVA,Language
 By new keyword,TECHNICAL,JAVA,Language
 How many objects will be created in the following code?,TECHNICAL,JAVA,Language
 Why java uses the concept of the string literal?,TECHNICAL,JAVA,Language
 What are the differences between String and StringBuffer?,TECHNICAL,JAVA,Language
 What are the differences between StringBuffer and StringBuilder?,TECHNICAL,JAVA,Language
 How can we create an immutable class in Java?,TECHNICAL,JAVA,Language
 What is the purpose of toString(,TECHNICAL,JAVA,Language
 Why CharArray(,TECHNICAL,JAVA,Language
 Write a Java program to count the number of words present in a string?,TECHNICAL,JAVA,Language
 Name some classes present in java.util.regex package.,TECHNICAL,JAVA,Language
 How the metacharacters are different from the ordinary characters?,TECHNICAL,JAVA,Language
 Write a regular expression to validate a password. A password must start with an alphabet and followed by alphanumeric characters Its length must be in between 8 to 20.,TECHNICAL,JAVA,Language
 What are the advantages of Java inner classes? ,TECHNICAL,JAVA,Language
 What is a nested class? ,TECHNICAL,JAVA,Language
 What are the disadvantages of using inner classes?,TECHNICAL,JAVA,Language
 What are the types of inner classes (non-static nested class,TECHNICAL,JAVA,Language
 Is there any difference between nested classes and inner classes? ,TECHNICAL,JAVA,Language
 Can we access the non-final local variable inside the local inner class? ,TECHNICAL,JAVA,Language
 How many class files are created on compiling the OuterClass in the following program? ,TECHNICAL,JAVA,Language
 What are anonymous inner classes?,TECHNICAL,JAVA,Language
 What is the nested interface? ,TECHNICAL,JAVA,Language
 Can a class have an interface? ,TECHNICAL,JAVA,Language
 Can an Interface have a class? ,TECHNICAL,JAVA,Language
 What is Garbage Collection?,TECHNICAL,JAVA,Language
 What is gc(,TECHNICAL,JAVA,Language
 How is garbage collection controlled?,TECHNICAL,JAVA,Language
 How can an object be unreferenced?,TECHNICAL,JAVA,Language
 By nulling a reference:,TECHNICAL,JAVA,Language
 By assigning a reference to another:,TECHNICAL,JAVA,Language
 By anonymous object:,TECHNICAL,JAVA,Language
 What is the purpose of the finalize(,TECHNICAL,JAVA,Language
 Can an unreferenced object be referenced again?,TECHNICAL,JAVA,Language
 What kind of thread is the Garbage collector thread? ,TECHNICAL,JAVA,Language
 What is the difference between final finally and finalize?,TECHNICAL,JAVA,Language
 What is the purpose of the Runtime class? ,TECHNICAL,JAVA,Language
 How will you invoke any external process in Java? ,TECHNICAL,JAVA,Language
 Give the hierarchy of InputStream and OutputStream classes.,TECHNICAL,JAVA,Language
 What do you understand by an IO stream?,TECHNICAL,JAVA,Language
 What is the difference between the Reader/Writer class hierarchy and the InputStream/OutputStream class hierarchy? ,TECHNICAL,JAVA,Language
 What are the super most classes for all the streams?,TECHNICAL,JAVA,Language
 What are the FileInputStream and FileOutputStream?,TECHNICAL,JAVA,Language
 What is the purpose of using BufferedInputStream and BufferedOutputStream classes?,TECHNICAL,JAVA,Language
 How to set the Permissions to a file in Java?,TECHNICAL,JAVA,Language
 What are FilterStreams? ,TECHNICAL,JAVA,Language
 What is an I/O filter? ,TECHNICAL,JAVA,Language
 In Java How many ways you can take input from the console?,TECHNICAL,JAVA,Language
 What is serialization?,TECHNICAL,JAVA,Language
 How can you make a class serializable in Java?,TECHNICAL,JAVA,Language
 How can you avoid serialization in child class if the base class is implementing the Serializable interface?,TECHNICAL,JAVA,Language
 Can a Serialized object be transferred via network?,TECHNICAL,JAVA,Language
 What is Deserialization?,TECHNICAL,JAVA,Language
 What is the transient keyword?,TECHNICAL,JAVA,Language
 What is Externalizable?,TECHNICAL,JAVA,Language
 What is the difference between Serializable and Externalizable interface? ,TECHNICAL,JAVA,Language
 Give a brief description of Java socket programming? ,TECHNICAL,JAVA,Language
 What is Socket? ,TECHNICAL,JAVA,Language
 What are the steps that are followed when two computers connect through TCP? ,TECHNICAL,JAVA,Language
 Write a program in Java to establish a connection between client and server?,TECHNICAL,JAVA,Language
 How do I convert a numeric IP address like 192.18.97.39 into a hostname like java.sun.com? ,TECHNICAL,JAVA,Language
 What is the reflection?,TECHNICAL,JAVA,Language
 What is the purpose of using java.lang.Class class?,TECHNICAL,JAVA,Language
 What are the ways to instantiate the Class class?,TECHNICAL,JAVA,Language
 What is the purpose of using javap?,TECHNICAL,JAVA,Language
 Can you access the private method from outside the class?,TECHNICAL,JAVA,Language
What are wrapper classes? ,TECHNICAL,JAVA,Language
What are autoboxing and unboxing? When does it occur?,TECHNICAL,JAVA,Language
 What is the output of the below Java program?,TECHNICAL,JAVA,Language
 What is object cloning? ,TECHNICAL,JAVA,Language
 What are the advantages and disadvantages of object cloning? ,TECHNICAL,JAVA,Language
 What is a native method? ,TECHNICAL,JAVA,Language
 What is the purpose of the strictfp keyword? ,TECHNICAL,JAVA,Language
 What is the purpose of the System class? ,TECHNICAL,JAVA,Language
 What comes to mind when someone mentions a shallow copy in Java?,TECHNICAL,JAVA,Language
 What is a singleton class? ,TECHNICAL,JAVA,Language
 Write a Java program that prints all the values given at command-line.,TECHNICAL,JAVA,Language
 Which containers use a border layout as their default layout? ,TECHNICAL,JAVA,Language
 Which containers use a FlowLayout as their default layout? ,TECHNICAL,JAVA,Language
 What are peerless components? ,TECHNICAL,JAVA,Language
 is there is any difference between a Scrollbar and a ScrollPane? ,TECHNICAL,JAVA,Language
 What is a lightweight component?,TECHNICAL,JAVA,Language
 What is a heavyweight component?,TECHNICAL,JAVA,Language
 What is an applet?,TECHNICAL,JAVA,Language
 Can you write a Java class that could be used both as an applet as well as an application?,TECHNICAL,JAVA,Language
 What is Locale? ,TECHNICAL,JAVA,Language
How will you load a specific locale? ,TECHNICAL,JAVA,Language
 What is a JavaBean?,TECHNICAL,JAVA,Language
 What is the purpose of using the Java bean?,TECHNICAL,JAVA,Language
 What do you understand by the bean persistent property?,TECHNICAL,JAVA,Language
 What is RMI?,TECHNICAL,JAVA,Language
 What is the  purpose of stub and skeleton?,TECHNICAL,JAVA,Language
 What are the steps involved to write RMI based programs?,TECHNICAL,JAVA,Language
 What is the use of HTTP-tunneling in RMI?,TECHNICAL,JAVA,Language
 What is JRMP?,TECHNICAL,JAVA,Language
 Can RMI and CORBA based applications interact?,TECHNICAL,JAVA,Language
 How to perform Bubble Sort in Java?,TECHNICAL,JAVA,Language
 How to perform Binary Search in Java?,TECHNICAL,JAVA,Language
 How to perform Selection Sort in Java?,TECHNICAL,JAVA,Language
 How to perform Linear Search in Java?,TECHNICAL,JAVA,Language
 How to perform merge sort in Java?,TECHNICAL,JAVA,Language
 How to perform quicksort in Java?,TECHNICAL,JAVA,Language
 Write a program in Java to create a doubly linked list containing n nodes.,TECHNICAL,JAVA,Language
 Write a program in Java to find the maximum and minimum value node from a circular linked list.,TECHNICAL,JAVA,Language
 Write a program in Java to calculate the difference between the sum of the odd level and even level nodes of a Binary Tree.,TECHNICAL,JAVA,Language
 What is the Collection framework in Java?,TECHNICAL,JAVA,Language
 What are the main differences between array and collection?,TECHNICAL,JAVA,Language
 Explain various interfaces used in Collection framework?,TECHNICAL,JAVA,Language
 What is the difference between ArrayList and Vector?,TECHNICAL,JAVA,Language
 What is the difference between ArrayList and LinkedList?,TECHNICAL,JAVA,Language
 What is the difference between Iterator and ListIterator?,TECHNICAL,JAVA,Language
 What is the difference between Iterator and Enumeration?,TECHNICAL,JAVA,Language
 What is the difference between List and Set?,TECHNICAL,JAVA,Language
 What is the difference between HashSet and TreeSet?,TECHNICAL,JAVA,Language
 What is the difference between Set and Map?,TECHNICAL,JAVA,Language
 What is the difference between HashSet and HashMap?,TECHNICAL,JAVA,Language
 What is the difference between HashMap and TreeMap?,TECHNICAL,JAVA,Language
 What is the difference between HashMap and Hashtable?,TECHNICAL,JAVA,Language
 What is the difference between Collection and Collections?,TECHNICAL,JAVA,Language
 What is the difference between Comparable and Comparator?,TECHNICAL,JAVA,Language
 What do you understand by BlockingQueue?,TECHNICAL,JAVA,Language
 What is the advantage of Properties file?,TECHNICAL,JAVA,Language
 What does the hashCode(,TECHNICAL,JAVA,Language
 Why we override equals(,TECHNICAL,JAVA,Language
 How to synchronize List Set and Map elements?,TECHNICAL,JAVA,Language
 What is the advantage of the generic collection?,TECHNICAL,JAVA,Language
 What is hash-collision in Hashtable and how it is handled in Java?,TECHNICAL,JAVA,Language
 What is the Dictionary class?,TECHNICAL,JAVA,Language
 What is the default size of load factor in hashing based collection?,TECHNICAL,JAVA,Language
 What do you understand by fail-fast?,TECHNICAL,JAVA,Language
 What is the difference between Array and ArrayList?,TECHNICAL,JAVA,Language
 What is the difference between the length of an Array and size of ArrayList?,TECHNICAL,JAVA,Language
 How to convert ArrayList to Array and Array to ArrayList?,TECHNICAL,JAVA,Language
 How to make Java ArrayList Read-Only?,TECHNICAL,JAVA,Language
 How to remove duplicates from ArrayList?,TECHNICAL,JAVA,Language
 How to reverse ArrayList?,TECHNICAL,JAVA,Language
 How to sort ArrayList in descending order?,TECHNICAL,JAVA,Language
 How to synchronize ArrayList?,TECHNICAL,JAVA,Language
 When to use ArrayList and LinkedList?,TECHNICAL,JAVA,Language
 What is JDBC?,TECHNICAL,JAVA,Language
 What is JDBC Driver?,TECHNICAL,JAVA,Language
 What are the steps to connect to the database in java?,TECHNICAL,JAVA,Language
 What are the JDBC API components?,TECHNICAL,JAVA,Language
 What are the JDBC statements?,TECHNICAL,JAVA,Language
 What is the return type of Class.forName(,TECHNICAL,JAVA,Language
 What are the differences between Statement and PreparedStatement interface?,TECHNICAL,JAVA,Language
 How can we set null value in JDBC PreparedStatement?,TECHNICAL,JAVA,Language
 What are the benefits of PreparedStatement over Statement?,TECHNICAL,JAVA,Language
 What are the differences between execute executeQuery and executeUpdate?,TECHNICAL,JAVA,Language
 What are the different types of ResultSet?,TECHNICAL,JAVA,Language
 What are the differences between ResultSet and RowSet?,TECHNICAL,JAVA,Language
 How can we execute stored procedures using CallableStatement?,TECHNICAL,JAVA,Language
 What is the role of the JDBC DriverManager class?,TECHNICAL,JAVA,Language
 What are the functions of the JDBC Connection interface?,TECHNICAL,JAVA,Language
 What does the JDBC ResultSet interface?,TECHNICAL,JAVA,Language
 What does the JDBC ResultSetMetaData interface?,TECHNICAL,JAVA,Language
 What does the JDBC DatabaseMetaData interface?,TECHNICAL,JAVA,Language
 Which interface is responsible for transaction management in JDBC?,TECHNICAL,JAVA,Language
 What is batch processing and how to perform batch processing in JDBC?,TECHNICAL,JAVA,Language
 What are CLOB and BLOB data types in JDBC?,TECHNICAL,JAVA,Language
 What are the different types of lockings in JDBC?,TECHNICAL,JAVA,Language
 How can we store and retrieve images from the database?,TECHNICAL,JAVA,Language
 How can we store the file in the Oracle database?,TECHNICAL,JAVA,Language
 How can we retrieve the file in the Oracle database?,TECHNICAL,JAVA,Language
 What are the differences between stored procedure and functions?,TECHNICAL,JAVA,Language
 How can we maintain the integrity of a database by using JDBC?,TECHNICAL,JAVA,Language
 What is the JDBC Rowset?,TECHNICAL,JAVA,Language
 What is the major difference between java.util.Date and java.sql.Date data type?,TECHNICAL,JAVA,Language
 What does JDBC setMaxRows method do?,TECHNICAL,JAVA,Language
What are the differences between C and C++?,TECHNICAL,CPP,Language
What are the differences between references and pointers?,TECHNICAL,CPP,Language
What are virtual functions?,TECHNICAL,CPP,Language
What is this pointer?,TECHNICAL,CPP,Language
 Major Differences between JAVA and C++ ,TECHNICAL,CPP,Language
What are C++ access specifiers ?,TECHNICAL,CPP,Language
Tell me Major C++ features,TECHNICAL,CPP,Language
What are  Inline Functions?,TECHNICAL,CPP,Language
What does .NET Framework provides?,TECHNICAL,DOTNET,Language
Mention what are main components of .Net framework?,TECHNICAL,DOTNET,Language
Mention key characteristics of .NET ?,TECHNICAL,DOTNET,Language
Mention what are the languages that .NET supports?,TECHNICAL,DOTNET,Language
Mention how big is the datatype int in .NET?,TECHNICAL,DOTNET,Language
Mention what is .Net Namespaces?,TECHNICAL,DOTNET,Language
Mention what is MSIL in .NET ?,TECHNICAL,DOTNET,Language
Mention what are the functions .NET Assembly performs?,TECHNICAL,DOTNET,Language
Mention what is .Net Assembly Manifest?,TECHNICAL,DOTNET,Language
Explain what is PE (Portable Executable,TECHNICAL,DOTNET,Language
Mention what is the difference between Assembly and Namespace?,TECHNICAL,DOTNET,Language
List out the namespace provided by .net for data management?,TECHNICAL,DOTNET,Language
Mention what is GAC in .net ?,TECHNICAL,DOTNET,Language
Mention what is STA in .NET?,TECHNICAL,DOTNET,Language
Mention what is data access modifier in .NET?,TECHNICAL,DOTNET,Language
Mention what are the types of access modifier in .NET?,TECHNICAL,DOTNET,Language
Mention the type of code security available in .NET?,TECHNICAL,DOTNET,Language
Explain how you can implement singleton pattern in .NET?,TECHNICAL,DOTNET,Language
Explain how the exception is handled in .NET?,TECHNICAL,DOTNET,Language
Explain how can you create and use an array in .NET?,TECHNICAL,DOTNET,Language
Mention what is user-defined data type?,TECHNICAL,DOTNET,Language
List out few of the .Net base class library namespace?,TECHNICAL,DOTNET,Language
Mention what is the difference between structures and classes in .NET?,TECHNICAL,DOTNET,Language
Mention the types of multidimensional arrays used in .NET ?,TECHNICAL,DOTNET,Language
Explain how to add properties in.NET?,TECHNICAL,DOTNET,Language
Mention what is event bubbling in .NET?,TECHNICAL,DOTNET,Language
Mention what are the debugging windows available?,TECHNICAL,DOTNET,Language
Explain what is Microsoft Silverlight?,TECHNICAL,DOTNET,Language
What Silverlight is composed of?,TECHNICAL,DOTNET,Language
Explain what is .xap file?,TECHNICAL,DOTNET,Language
List out the tools required to build Silverlight applications?,TECHNICAL,DOTNET,Language
Mention whether Silverlight allows MPEG4 and H.264 videos or AAC (advanced audio coding,TECHNICAL,DOTNET,Language
Explain how you can host a Silverlight Applications?,TECHNICAL,DOTNET,Language
Mention what is the difference between WPF (Windows Presentation Foundation,TECHNICAL,DOTNET,Language
Explain how you can pass parameters to silver light controls from ASP.NET pages?,TECHNICAL,DOTNET,Language
Explain how Silverlight and ASP.NET AJAX can be used by consumers?,TECHNICAL,DOTNET,Language
Explain how you can check the internet connection status in Silverlight?,TECHNICAL,DOTNET,Language
Explain what is RIA?,TECHNICAL,DOTNET,Language
Mention what are the different layout controls available in Silverlight?,TECHNICAL,DOTNET,Language
What is the syntax for Net?,TECHNICAL,DOTNET,Language
 What are the basic differences between relational database and HDFS?,TECHNICAL,HADOOP,Others
Explain “Big Data” and what are five V’s of Big Data?,TECHNICAL,HADOOP,Others
What is Hadoop and its components. ,TECHNICAL,HADOOP,Others
What are HDFS and YARN?,TECHNICAL,HADOOP,Others
Tell me about the various Hadoop daemons and their roles in a Hadoop cluster.,TECHNICAL,HADOOP,Others
Compare HDFS with Network Attached Storage (NAS).
,TECHNICAL,HADOOP,Others
List the difference between Hadoop 1 and Hadoop 2.,TECHNICAL,HADOOP,Others
What are active and passive “NameNodes”? ,TECHNICAL,HADOOP,Others
 Why does one remove or add nodes in a Hadoop cluster frequently?,TECHNICAL,HADOOP,Others
What happens when two clients try to access the same file in the HDFS?,TECHNICAL,HADOOP,Others
How does NameNode tackle DataNode failures?,TECHNICAL,HADOOP,Others
What will you do when NameNode is down?,TECHNICAL,HADOOP,Others
 How is HDFS fault tolerant? ,TECHNICAL,HADOOP,Others
Can NameNode and DataNode be a commodity hardware? ,TECHNICAL,HADOOP,Others
 Why do we use HDFS for applications having large data sets and not when there are a lot of small files? ,TECHNICAL,HADOOP,Others
How can I restart “NameNode” or all the daemons in Hadoop? ,TECHNICAL,HADOOP,Others
What is the difference between an “HDFS Block” and an “Input Split”?,TECHNICAL,HADOOP,Others
Name the three modes in which Hadoop can run.,TECHNICAL,HADOOP,Others
What is “MapReduce”? What is the syntax to run a “MapReduce” program? ,TECHNICAL,HADOOP,Others
State the reason why we can’t perform “aggregation” (addition) in mapper? Why do we need the “reducer” for this?,TECHNICAL,HADOOP,Others
What does a “MapReduce Partitioner” do?,TECHNICAL,HADOOP,Others
What are the benefits of Apache Pig over MapReduce? ,TECHNICAL,HADOOP,Others
What are the different data types in Pig Latin?,TECHNICAL,HADOOP,Others
 What is Apache HBase?,TECHNICAL,HADOOP,Others
What are the components of Apache HBase?,TECHNICAL,HADOOP,Others
. Mention the differences between “HBase” and “Relational Databases”?,TECHNICAL,HADOOP,Others
What is Apache Spark?,TECHNICAL,HADOOP,Others
What is Apache ZooKeeper and Apache Oozie?,TECHNICAL,HADOOP,Others
