Question,Question Type,Sub Category,Category
What airlines have you flown with?,NON_TECHNICAL,TRAVELLING,HOBBY
Have you ever been to a foreign country?,NON_TECHNICAL,TRAVELLING,HOBBY
Have you ever gotten lost while traveling? If so tell about it.,NON_TECHNICAL,TRAVELLING,HOBBY
Have you ever hitchhiked? If so how many times?,NON_TECHNICAL,TRAVELLING,HOBBY
Have you ever taken a package tour?,NON_TECHNICAL,TRAVELLING,HOBBY
How do you spend your time when you are on holiday and the weather is bad?,NON_TECHNICAL,TRAVELLING,HOBBY
How many countries have you been to? How many states?,NON_TECHNICAL,TRAVELLING,HOBBY
How many times have you traveled abroad?,NON_TECHNICAL,TRAVELLING,HOBBY
How much luggage do you usually carry?,NON_TECHNICAL,TRAVELLING,HOBBY
If you traveled to South America what countries would like to visit?,NON_TECHNICAL,TRAVELLING,HOBBY
If you went to ___(Insert a country name)__ what kind of souvenirs would you buy?,NON_TECHNICAL,TRAVELLING,HOBBY
If you were going on a camping trip for a week what 10 things would you bring? Explain why.,NON_TECHNICAL,TRAVELLING,HOBBY
What are some countries that you would never visit? Why would you not visit them?,NON_TECHNICAL,TRAVELLING,HOBBY
What are some things that you always take with you on a trip?,NON_TECHNICAL,TRAVELLING,HOBBY
What countries would you like to visit? Why?,NON_TECHNICAL,TRAVELLING,HOBBY
What countries would you most like to visit?,NON_TECHNICAL,TRAVELLING,HOBBY
What countries would you not like to visit? Why?,NON_TECHNICAL,TRAVELLING,HOBBY
What country do you most want to visit?Why?,NON_TECHNICAL,TRAVELLING,HOBBY
Do you think you will ever go there?,NON_TECHNICAL,TRAVELLING,HOBBY
What do you need before you can travel to another country?,NON_TECHNICAL,TRAVELLING,HOBBY
What is the most interesting city to visit in your country?,NON_TECHNICAL,TRAVELLING,HOBBY
What is the most interesting souvenir that you have ever bought on one of your holidays?,NON_TECHNICAL,TRAVELLING,HOBBY
What languages can you speak?,NON_TECHNICAL,TRAVELLING,HOBBY
What place do you want to visit someday?,NON_TECHNICAL,TRAVELLING,HOBBY
What was the most interesting place you have ever visited?,NON_TECHNICAL,TRAVELLING,HOBBY
What's the most beautiful place you've ever been to?,NON_TECHNICAL,TRAVELLING,HOBBY
When was the last time your traveled?,NON_TECHNICAL,TRAVELLING,HOBBY
When you are on a long car journey do you play games or sing songs to occupy your time?,NON_TECHNICAL,TRAVELLING,HOBBY
Where are you going to go the next time you travel?,NON_TECHNICAL,TRAVELLING,HOBBY
Where did you go on your last vacation?Who did you go with?,NON_TECHNICAL,TRAVELLING,HOBBY
Where did you spend your last vacation? Your summer vacation? Your Christmas vacation?,NON_TECHNICAL,TRAVELLING,HOBBY
Where will you go on your next vacation?,NON_TECHNICAL,TRAVELLING,HOBBY
Would you like to take a cruise? Where to? With who?,NON_TECHNICAL,TRAVELLING,HOBBY
Do you prefer traveling on a hovercraft or a ferry?,NON_TECHNICAL,TRAVELLING,HOBBY
Would you prefer to stay at a hotel/motel or camp while on vacation?,NON_TECHNICAL,TRAVELLING,HOBBY
Would you rather visit another country or travel within your own country?,NON_TECHNICAL,TRAVELLING,HOBBY
Would you rather go to a place where there are a lot of people or to a place where there are few people?,NON_TECHNICAL,TRAVELLING,HOBBY
Do you find more fulfillment from your leisure activities including vacations than from your job?,NON_TECHNICAL,TRAVELLING,HOBBY
Do you think the type of vacation one takes reflects one's social status?,NON_TECHNICAL,TRAVELLING,HOBBY
What are popular tourist destinations in your country?,NON_TECHNICAL,TRAVELLING,HOBBY
Which tourist would you recommend if you could only recommend one? Why?,NON_TECHNICAL,TRAVELLING,HOBBY
Do you prefer active or relaxing holidays? Why?,NON_TECHNICAL,TRAVELLING,HOBBY
Which is better package tour or a tour you organize and book yourself?,NON_TECHNICAL,TRAVELLING,HOBBY
Why do you travel?,NON_TECHNICAL,TRAVELLING,HOBBY
Would you like to go back to the same place?,NON_TECHNICAL,TRAVELLING,HOBBY
Did you find anything of particular interest? / Did you get attracted to anything special?,NON_TECHNICAL,TRAVELLING,HOBBY
What are some benefits of travel?,NON_TECHNICAL,TRAVELLING,HOBBY
Why do people travel?,NON_TECHNICAL,TRAVELLING,HOBBY
What is your favorite mode of travel?,NON_TECHNICAL,TRAVELLING,HOBBY
Have you travelled in business class?,NON_TECHNICAL,TRAVELLING,HOBBY
When you were a child did your family take a vacation every year?,NON_TECHNICAL,TRAVELLING,HOBBY
Do you prefer a budget or first class hotel? Why?,NON_TECHNICAL,TRAVELLING,HOBBY
Do you travel with a lot of baggage or do you like to travel light?,NON_TECHNICAL,TRAVELLING,HOBBY
What is your favorite method of travel at your destination? Train? Bus? Boat? Bicycle? Backpacking?,NON_TECHNICAL,TRAVELLING,HOBBY
What is the best kind of holiday for different ages of people? Children? Teenagers? Adults? Elderly people?,NON_TECHNICAL,TRAVELLING,HOBBY
Do you think it is a good idea to travel with friends or alone? How about with your family?,NON_TECHNICAL,TRAVELLING,HOBBY
If you had 10 Lakh rupees where would you go on holiday? How about if you had 1 lakh rupees? What about 10 thousand rupees?,NON_TECHNICAL,TRAVELLING,HOBBY
Which countries have you travelled to?,NON_TECHNICAL,TRAVELLING,HOBBY
 Do you prefer hot countries or cool countries when you go on holiday,NON_TECHNICAL,TRAVELLING,HOBBY
Who makes the decisions when your family decides to go on holiday,NON_TECHNICAL,TRAVELLING,HOBBY
If you could choose one place to go this weekend where would it be? ,NON_TECHNICAL,TRAVELLING,HOBBY
Has the airline ever lost your luggage? What happened?,NON_TECHNICAL,TRAVELLING,HOBBY
On long flights do you usually walk around the plane to avoid health problems?,NON_TECHNICAL,TRAVELLING,HOBBY
Have you ever read an interesting question in an in-flight magazine? What was it?,NON_TECHNICAL,TRAVELLING,HOBBY
Is there any difference between young tourists and adult tourists?,NON_TECHNICAL,TRAVELLING,HOBBY
Do you think tourism will harm the earth?,NON_TECHNICAL,TRAVELLING,HOBBY
Where do you like to go on vacation?,NON_TECHNICAL,TRAVELLING,HOBBY
Where would you like to go on vacation?,NON_TECHNICAL,TRAVELLING,HOBBY
Tell your partner about your best travel story.,NON_TECHNICAL,TRAVELLING,HOBBY
What are some things you always take with you on a trip?,NON_TECHNICAL,TRAVELLING,HOBBY
Do you prefer package tours or making your own trip?,NON_TECHNICAL,TRAVELLING,HOBBY
Where did you spend your last vacation? What did you do?,NON_TECHNICAL,TRAVELLING,HOBBY
What are some of the benefits of traveling alone?,NON_TECHNICAL,TRAVELLING,HOBBY
What are some of the benefits of traveling with a group?,NON_TECHNICAL,TRAVELLING,HOBBY
What is the longest journey you have ever made?,NON_TECHNICAL,TRAVELLING,HOBBY
What’s the best way to travel? (By plane ship train car etc.),NON_TECHNICAL,TRAVELLING,HOBBY
Where is the most amazing place you have been?,NON_TECHNICAL,TRAVELLING,HOBBY
What is the best and worst thing about traveling to a new country?,NON_TECHNICAL,TRAVELLING,HOBBY
Where do you prefer to stay when you go on vacation? (Hotel hostel Airbnb house / room etc.),NON_TECHNICAL,TRAVELLING,HOBBY
What are your best travel tips?,NON_TECHNICAL,TRAVELLING,HOBBY
What is the strangest food you’ve seen or eaten while on vacation?,NON_TECHNICAL,TRAVELLING,HOBBY
What do you like to do while you are traveling? (i.e. relax shop sight see experience local culture…),NON_TECHNICAL,TRAVELLING,HOBBY
How often do you travel?,NON_TECHNICAL,TRAVELLING,HOBBY
What souvenirs have you brought back from traveling?,NON_TECHNICAL,TRAVELLING,HOBBY
Where are you going for your next trip?,NON_TECHNICAL,TRAVELLING,HOBBY
Where are the best places to go on vacation in your country?,NON_TECHNICAL,TRAVELLING,HOBBY
Who in your family travels the most?,NON_TECHNICAL,TRAVELLING,HOBBY
What popular travel destination do you want to avoid?,NON_TECHNICAL,TRAVELLING,HOBBY
How adventurous are you when you travel?,NON_TECHNICAL,TRAVELLING,HOBBY
Do you try to learn some of the local language before you travel to a new country? What phrases do you try to learn?,NON_TECHNICAL,TRAVELLING,HOBBY
What is the longest trip you’ve taken?,NON_TECHNICAL,TRAVELLING,HOBBY
How much vacation time do you get a year?,NON_TECHNICAL,TRAVELLING,HOBBY
What do you usually forget to bring when you go on vacation?,NON_TECHNICAL,TRAVELLING,HOBBY
What do you miss most when you are traveling?,NON_TECHNICAL,TRAVELLING,HOBBY
What was the worst flight that you have taken?,NON_TECHNICAL,TRAVELLING,HOBBY
What is the ideal length for a vacation?,NON_TECHNICAL,TRAVELLING,HOBBY
How important is tourism in your country?,NON_TECHNICAL,TRAVELLING,HOBBY
What is the biggest tourist destination in your country?,NON_TECHNICAL,TRAVELLING,HOBBY
What are the benefits of international tourism? Are there any drawbacks?,NON_TECHNICAL,TRAVELLING,HOBBY
Do you prefer tourism package tours or do you prefer to plan your own vacations? Why?,NON_TECHNICAL,TRAVELLING,HOBBY
Is it better to go to popular tourist destinations or lesser known tourist destinations? Why?,NON_TECHNICAL,TRAVELLING,HOBBY
Should a government try to improve domestic tourism or try to attract international tourists instead? Why?,NON_TECHNICAL,TRAVELLING,HOBBY
What’s the best way to travel when you visit a country? Train car bicycle bus some other way? Why?,NON_TECHNICAL,TRAVELLING,HOBBY
If you could create a tourism slogan for your country what would it be?,NON_TECHNICAL,TRAVELLING,HOBBY
What’s the best way for a country to bring in more tourists?,NON_TECHNICAL,TRAVELLING,HOBBY
How do you feel about tourists who visit your country?,NON_TECHNICAL,TRAVELLING,HOBBY
What are some sports you like watching? Why?,NON_TECHNICAL,SPORTS,HOBBY
What are some sports you dislike watching? Why?,NON_TECHNICAL,SPORTS,HOBBY
Do you play any sports? If so which ones?,NON_TECHNICAL,SPORTS,HOBBY
Would you like to learn how to play a sport or do an activity? What would you like to learn?,NON_TECHNICAL,SPORTS,HOBBY
Why are sports so popular?,NON_TECHNICAL,SPORTS,HOBBY
Do you know of any interesting or strange sports or activities?,NON_TECHNICAL,SPORTS,HOBBY
What two sports would you like to mix?,NON_TECHNICAL,SPORTS,HOBBY
Do you prefer to watch sports or play them? Why,NON_TECHNICAL,SPORTS,HOBBY
What do you think is the most dangerous sport?,NON_TECHNICAL,SPORTS,HOBBY
What do you think of athletes making so much money? Is it a good thing or a bad thing?,NON_TECHNICAL,SPORTS,HOBBY
How often do you cook?,NON_TECHNICAL,COOKING,HOBBY
How good are you at cooking?,NON_TECHNICAL,COOKING,HOBBY
What are some things that you can cook?,NON_TECHNICAL,COOKING,HOBBY
What dish or food are you best at cooking?,NON_TECHNICAL,COOKING,HOBBY
Do you think you can cook better than your mother?,NON_TECHNICAL,COOKING,HOBBY
Who is a better cook your mother or your grandmother?,NON_TECHNICAL,COOKING,HOBBY
Are cooking shows popular in your country? Do you watch any cooking shows?,NON_TECHNICAL,COOKING,HOBBY
What is the hardest thing to cook?,NON_TECHNICAL,COOKING,HOBBY
What are some of the advantages of cooking your meals at home? How about the disadvantages?,NON_TECHNICAL,COOKING,HOBBY
 Is it important for husbands to know how to cook?,NON_TECHNICAL,COOKING,HOBBY
Does your father cook?,NON_TECHNICAL,COOKING,HOBBY
Who is the best cook you know?,NON_TECHNICAL,COOKING,HOBBY
Would you like to be a chef? Why?,NON_TECHNICAL,COOKING,HOBBY
If you had your own personal chef what meal would you ask for most?,NON_TECHNICAL,COOKING,HOBBY
How hard is it to become a chef? What do you have to do to become a chef?,NON_TECHNICAL,COOKING,HOBBY
Talk about what you have eaten today.,NON_TECHNICAL,EATING,HOBBY
What is the most unhealthy food you can think of?,NON_TECHNICAL,EATING,HOBBY
What do people need to eat more of?,NON_TECHNICAL,EATING,HOBBY
Do you usually eat healthy food?,NON_TECHNICAL,EATING,HOBBY
What are some different types of diets you have heard of?,NON_TECHNICAL,EATING,HOBBY
Do you think your parents ate healthier food at your age than you do? How about your grandparents?,NON_TECHNICAL,EATING,HOBBY
Do you eat a lot of small portions or a few large portions of food each day?,NON_TECHNICAL,EATING,HOBBY
Do you think people from your country usually eat healthy food?,NON_TECHNICAL,EATING,HOBBY
What are some things about your eating habits you want to change?,NON_TECHNICAL,EATING,HOBBY
Do you think that organic food is much better than normal food or are they about the same?,NON_TECHNICAL,EATING,HOBBY
Why is organic food so much more expensive?,NON_TECHNICAL,EATING,HOBBY
What is traditional food in your country like? Is it healthy?,NON_TECHNICAL,EATING,HOBBY
Do you think that a person s eating habits affect how long they will live?,NON_TECHNICAL,EATING,HOBBY
What is your favorite snack?,NON_TECHNICAL,EATING,HOBBY
What unhealthy food do you love?,NON_TECHNICAL,EATING,HOBBY
What food did your mother always tell you to eat and not to eat?,NON_TECHNICAL,EATING,HOBBY
What food helps with which health problem?,NON_TECHNICAL,EATING,HOBBY
What is the future of food in your country?,NON_TECHNICAL,EATING,HOBBY
What kinds of food did you eat when you were a child? Do you eat the same things now?,NON_TECHNICAL,EATING,HOBBY
What is the best food to eat when you are sick?,NON_TECHNICAL,EATING,HOBBY
What is your favorite food that your mother/father cooks?,NON_TECHNICAL,EATING,HOBBY
Do you prefer to eat unhealthy or healthy food?,NON_TECHNICAL,EATING,HOBBY
How often do you eat out?,NON_TECHNICAL,EATING,HOBBY
If you could have any food right now what would it be?,NON_TECHNICAL,EATING,HOBBY
How would you describe your country’s food?,NON_TECHNICAL,EATING,HOBBY
What dishes from your country are often confused by tourists or foreigners?,NON_TECHNICAL,EATING,HOBBY
What is your favorite food? What is in it?,NON_TECHNICAL,EATING,HOBBY
Can you think of any of your country’s cuisine that other countries influenced?,NON_TECHNICAL,EATING,HOBBY
What is your favorite foreign food? How is it different from your country’s cuisine?,NON_TECHNICAL,EATING,HOBBY
How often do you eat foreign food and how often do you eat your country’s cuisine?,NON_TECHNICAL,EATING,HOBBY
Where is the best place to eat in your town? Why is it so good?,NON_TECHNICAL,EATING,HOBBY
Do you eat a healthy diet? Why or why not?,NON_TECHNICAL,EATING,HOBBY
What could you do to improve your diet?,NON_TECHNICAL,EATING,HOBBY
Have you ever gone on a diet to improve your health or lose weight? How well did it work?,NON_TECHNICAL,EATING,HOBBY
Describe your favorite food. What ingredients are in it? Why is it your favorite?,NON_TECHNICAL,EATING,HOBBY
Do you eat different foods depending on the season or weather? Give some examples.,NON_TECHNICAL,EATING,HOBBY
What kinds of food can you cook? Would you like to learn how to cook more types of food?,NON_TECHNICAL,EATING,HOBBY
What is your least favorite fast food restaurant and why?,NON_TECHNICAL,EATING,HOBBY
Does fast food taste good or bad? Why?,NON_TECHNICAL,EATING,HOBBY
Why is fast food so popular?,NON_TECHNICAL,EATING,HOBBY
How often do you eat fast food? What do you usually eat? Where?,NON_TECHNICAL,EATING,HOBBY
What is a food that people think is healthy but really isn’t?,NON_TECHNICAL,EATING,HOBBY
Do you know anyone who has worked at a fast food restaurant? How did they like it?,NON_TECHNICAL,EATING,HOBBY
How has fast food changed in your country?,NON_TECHNICAL,EATING,HOBBY
How is your country’s fast food different from other countries’ fast food?,NON_TECHNICAL,EATING,HOBBY
Can you think of any healthy fast food?,NON_TECHNICAL,EATING,HOBBY
