Question,Question Type,Sub Category,Category
What can you do if you don't like your roommates?,NON_TECHNICAL,COLLEGE,ACADEMIC
Are the counselors at school helpful?,NON_TECHNICAL,COLLEGE,ACADEMIC
What's your favorite spot on campus?,NON_TECHNICAL,COLLEGE,ACADEMIC
What's your favorite way to take a 'short' break from studying at night?,NON_TECHNICAL,COLLEGE,ACADEMIC
What do you miss most about your home and your hometown?,NON_TECHNICAL,COLLEGE,ACADEMIC
What's your best memory of your college ? ,NON_TECHNICAL,COLLEGE,ACADEMIC
What's your worst memory of your college?,NON_TECHNICAL,COLLEGE,ACADEMIC
Are you a member of any student organization?,NON_TECHNICAL,COLLEGE,ACADEMIC
What extracurricular activities are you involved in your college?,NON_TECHNICAL,COLLEGE,ACADEMIC
What are some qualities of a good student?,NON_TECHNICAL,COLLEGE,ACADEMIC
What are some qualities of a good teacher?,NON_TECHNICAL,COLLEGE,ACADEMIC
How do you travel to your classes everyday?,NON_TECHNICAL,COLLEGE,ACADEMIC
What advantages are there to home schooling?,NON_TECHNICAL,COLLEGE,ACADEMIC
If you became principal of your college what changes would you make? Why?,NON_TECHNICAL,COLLEGE,ACADEMIC
If you became principal of your college which rule would you abolish?,NON_TECHNICAL,COLLEGE,ACADEMIC
What is the biggest difficulty in being a college student?,NON_TECHNICAL,COLLEGE,ACADEMIC
Why is a college education important?,NON_TECHNICAL,COLLEGE,ACADEMIC
What does a college education provide?,NON_TECHNICAL,COLLEGE,ACADEMIC
What kinds of scholarships are there for students at your school?,NON_TECHNICAL,COLLEGE,ACADEMIC
What must you do to receive a college diploma?,NON_TECHNICAL,COLLEGE,ACADEMIC
Where is the best place for you to study? Why?,NON_TECHNICAL,COLLEGE,ACADEMIC
How many hours do you spend on homework or studying each night?,NON_TECHNICAL,COLLEGE,ACADEMIC
What do you do on campus when you're not studying?,NON_TECHNICAL,COLLEGE,ACADEMIC
Which class or subject is most important for your future job?,NON_TECHNICAL,COLLEGE,ACADEMIC
What is your favorite class or subject? Why?,NON_TECHNICAL,COLLEGE,ACADEMIC
How can a student receive a scholarship?,NON_TECHNICAL,COLLEGE,ACADEMIC
How many back-to-back classes do you have?,NON_TECHNICAL,COLLEGE,ACADEMIC
What is a disadvantage of back-to-back classes?,NON_TECHNICAL,COLLEGE,ACADEMIC
After your grade point average (GPA) what is the 2nd most important thing in college?,NON_TECHNICAL,COLLEGE,ACADEMIC
Do most of your professors or instructors take attendance? Why?,NON_TECHNICAL,COLLEGE,ACADEMIC
How often do your professors let class out early?,NON_TECHNICAL,COLLEGE,ACADEMIC
Which do you prefer more morning or afternoon classes? Why?,NON_TECHNICAL,COLLEGE,ACADEMIC
